513,19,13,13
514,11,17,13
515,13,13,15
516,13,15,13
517,13,13,13
518,25,15,25
519,17,9,17
520,13,15,15
521,14,13,13
522,13,13,13
523,13,13,13
524,13,13,13
525,13,14,13
526,13,13,21
527,9,13,13
528,14,13,6
529,9,17,12
530,10,13,13
531,8,5,11
532,15,3,3
533,1,11,5
534,2,9,14
535,9,13,12
536,8,12,14
537,1,1,10
538,21,21,17
539,13,9,13
540,11,5,13
541,1,15,6
542,5,13,5
543,13,10,12
544,1,15,9
545,13,7,14
546,16,13,13
547,13,13,13
548,2,5,8
549,13,13,14
550,5,4,1
551,13,15,9
552,19,17,11
553,25,17,17
554,1,9,3
555,17,9,13
556,19,15,9
557,17,21,15
558,12,5,11
559,10,5,1
560,9,13,17
561,13,13,15
562,13,18,13
563,13,17,15
564,13,13,13
565,16,13,14
566,15,22,21
567,18,16,25
568,13,13,13
569,14,15,16
570,13,13,11
571,9,13,10
572,17,15,13
573,13,13,13
574,20,16,13
575,13,13,13
576,13,13,13
577,9,5,5
578,13,13,13
579,16,13,11
580,11,13,13
581,13,13,13
582,18,13,13
583,13,14,13
584,9,5,11
585,5,17,5
586,13,13,13
587,13,13,13
588,13,13,14
589,5,5,9
590,13,17,11
591,13,13,13
592,13,19,21
593,17,21,17
594,13,19,11
595,17,17,14
596,10,17,17
597,20,20,21
598,25,17,21
599,13,13,13
600,9,12,9
601,13,13,13
602,5,5,1
603,13,13,13
604,5,5,5
605,13,14,13
606,13,13,13
607,13,13,13
608,12,1,13
609,9,7,8
610,7,8,11
611,11,9,1
612,13,7,17
613,7,4,13
614,12,13,7
615,13,4,5
616,9,12,13
617,13,13,13
618,9,9,17
619,13,13,17
620,13,13,14
621,13,13,13
622,13,13,13
623,11,13,10
624,12,9,13
625,13,21,13
626,12,13,14
627,19,13,14
628,13,13,16
629,13,13,13
630,19,17,17
631,16,21,21
632,21,21,15
633,13,21,23
634,24,24,25
635,13,13,13
636,9,17,15
637,17,9,9
638,13,13,13
639,5,3,5
640,13,13,13
641,13,12,13
642,13,13,13
643,13,13,13
644,1,9,5
645,15,13,25
646,10,21,22
647,17,14,21
648,17,5,13
649,13,13,13
650,9,13,13
651,13,9,9
652,13,13,9
653,17,21,17
654,20,9,7
655,5,5,1
656,16,9,10
657,20,12,14
658,13,13,13
659,10,5,1
660,13,13,13
661,18,13,13
662,1,5,9
663,13,13,13
664,13,17,13
665,13,13,13
666,13,9,12
667,21,15,17
668,13,13,13
669,13,13,18
670,13,19,13
671,9,9,7
672,5,10,10
673,13,5,11
674,19,17,21
675,13,13,13
676,13,13,13
677,9,13,13
678,13,11,5
679,13,13,13
680,13,13,17
681,13,13,13
682,15,9,13
683,13,13,13
684,13,21,25
685,13,17,21
686,9,4,6
687,16,9,11
688,15,9,9
689,9,13,9
690,22,21,25
691,13,16,13
692,13,13,13
693,19,13,13
694,21,21,21
695,21,21,21
696,13,13,13
697,21,13,13
698,13,13,13
699,13,21,15
700,13,17,13
701,13,13,13
702,18,21,18
703,9,13,13
704,21,16,15
705,13,13,17
706,17,16,16
707,19,19,18
708,18,17,21
709,13,13,13
710,13,13,13
711,17,21,23
712,13,13,13
713,13,13,13
714,19,13,13
715,13,13,13
716,13,13,11
717,15,13,16
718,13,13,16
719,15,9,16
720,21,13,20
721,16,21,13
722,13,13,13
723,21,14,21
724,15,18,16
725,25,21,20
726,9,9,13
727,13,13,9
728,17,17,13
729,14,14,9,13,13,13
730,13,13,13
731,5,9,8
732,13,13,12
733,5,1,15
734,17,14,13
735,13,16,17
736,9,15,15
737,13,6,6
738,13,13,13
739,7,13,12
740,9,5,13
741,21,22,13
742,21,21,21
743,1,9,1
744,9,5,2
745,10,11,13
746,17,13,13
747,13,13,13
748,9,13,13
749,17,1,13
750,19,17,17
751,16,17,15
752,20,13,21
753,13,13,13
754,13,9,13
755,13,13,14
756,11,6,13
757,10,11,17
758,1,21,9
759,7,11,13
760,15,13,13
761,15,14,19
762,14,13,13
763,21,20,22
764,22,17,21
765,23,21,22
766,21,21,14
767,25,21,16
768,21,20,17
769,25,25,20
770,13,13,13
771,13,8,15
772,5,13,15
773,17,21,17
774,9,15,17
775,13,13,13
776,17,13,17
777,13,13,20
778,17,20,21
779,17,17,17
780,12,17,21
781,21,21,17
782,17,16,15
783,23,21,25
784,16,13,13
785,21,6,17
786,13,16,17
787,22,21,25
788,17,25,21
789,5,9,9
790,13,13,5
791,13,13,13
792,13,13,14
793,17,11,17
794,13,9,17
795,17,15,9
796,14,14,13
797,13,9,13
798,20,21,17
799,21,19,18
800,9,9,12
801,11,10,10
802,11,11,13
803,11,16,8
804,9,9,21
805,9,9,9
806,17,13,17
807,13,13,9
808,1,5,7
809,15,5,5
810,13,9,12
811,13,13,13
812,9,9,13
813,13,13,13
814,16,13,13
815,13,13,13
816,13,13,13
817,13,13,13
818,5,5,16
819,7,9,10
820,9,14,11
821,10,9,13
822,9,5,13
823,13,11,10
824,5,16,13
825,13,13,9
826,13,9,10
827,13,14,10
828,13,13,13
829,12,6,13,10,13,13
830,10,17,17
831,9,9,17
832,13,13,13
833,16,14,13
834,21,21,16
835,20,21,21
836,17,19,13
837,9,14,17
838,11,5,9
839,9,9,14
840,14,13,25
841,13,11,10
842,17,9,9
843,13,13,13
844,13,12,11
845,5,2,9
846,13,8,9
847,8,11,5
848,9,13,9
849,13,20,18
850,13,12,13
851,13,13,13
852,13,17,13
853,15,21,17
854,17,21,21
855,9,11,9
856,13,13,13
857,11,13,5
858,6,7,9
859,5,1,1
860,13,14,13
861,13,13,25
862,13,13,13
863,13,13,13
864,13,13,17
865,17,13,17
866,11,13,17
867,17,13,13
868,13,13,15
869,17,13,13
870,15,13,13
871,13,13,13
872,15,13,13
873,13,13,13
874,13,13,13
875,13,13,13
876,1,11,1
877,5,13,5
878,19,1,9
879,13,14,13
880,13,14,13
881,13,9,9
882,18,17,21
883,9,13,16
884,13,9,13
885,9,9,5
886,13,21,13
887,17,13,20
888,21,20,21
889,16,21,21
890,20,17,13
891,21,21,23
892,25,17,15
893,21,23,21
894,5,6,4
895,21,21,19
896,13,11,17
897,21,21,17
898,14,13,14
899,11,17,13
900,10,13,11
901,15,10,13
902,9,9,12
903,5,9,10
904,9,7,5
905,25,17,14
906,15,21,17
907,8,16,17
908,13,13,13
909,10,19,18
910,13,13,13
911,13,13,13
912,13,13,13
913,11,9,5
914,13,13,13
915,17,13,13
916,13,13,13
917,13,13,13
918,13,15,13
919,13,16,13
920,13,13,13
921,13,13,13
922,2,11,6
923,13,13,18
924,13,13,13
925,13,13,13
926,17,13,13
927,16,13,13
928,5,5,5
929,13,13,13
930,13,13,13
931,14,17,13
932,13,13,17
933,18,17,13
934,13,13,13
935,24,21,17
936,13,13,13
937,13,16,14
938,13,15,13
939,13,13,13
940,10,8,16
941,12,9,9
942,13,15,13
943,13,17,21
944,19,21,17
945,15,9,17
946,13,13,9
947,17,12,11
948,5,12,11
949,9,6,5
950,16,16,11
951,16,17,10
952,15,19,17
953,21,13,16
954,18,18,13
955,13,13,13
956,11,9,9
957,17,24,17
958,18,13,13
959,21,16,21
960,21,19,20
961,15,16,17
962,8,5,5
963,17,18,14
964,21,17,21
965,5,9,5
966,13,14,13
967,13,13,13
968,20,5,16
969,13,9,13
970,13,13,13
971,13,13,13
972,23,13,13
973,13,13,13
974,14,13,15
975,20,10,21
976,13,13,13
977,13,13,13
978,13,13,13
979,13,8,13
980,9,11,6
981,13,14,13
982,13,13,16
983,16,21,21
984,17,13,9
985,13,9,13
986,13,11,9
987,21,17,21
988,11,1,5
989,3,5,15
990,6,6,7
991,17,13,13
992,21,17,17
993,17,13,13
994,13,13,13
995,13,13,13
996,12,11,5
997,13,13,13
998,13,13,13
999,13,13,13
1000,13,13,13
1001,13,13,13
1002,15,17,10
1003,13,19,17
1004,9,12,16
1005,5,11,9
1006,5,14,15
1007,13,5,13
1008,15,17,12
1009,13,5,15
1010,16,13,13
1011,13,13,8
1012,2,5,5
1013,13,13,13
1014,13,13,17
1015,13,21,17
1016,13,13,15
1017,14,13,15
1018,5,5,9
1019,17,21,17
1020,5,10,8
1021,13,13,14
1022,16,16,13
1023,17,13,21
1024,13,13,13
1025,17,20,13
1026,13,13,15
1027,13,17,13
1028,9,13,5
1029,1,2,15
1030,13,13,13
1031,13,13,12
1032,13,13,13
1033,13,13,14
1034,13,14,13
1035,13,17,21
1036,13,13,13
1037,18,23,21
1038,16,17,17
1039,13,15,13
1040,11,12,9
1041,14,13,13
1042,7,5,5
1043,9,5,16
1044,13,16,13
1045,5,8,9
1046,22,21,19
1047,23,25,19
1048,21,17,21
1049,5,14,9
1050,13,5,5
1051,10,13,13
1052,9,5,9
1053,13,13,19
1054,13,13,13
1055,11,13,1
1056,5,9,11
1057,5,21,5
1058,9,9,15
1059,5,21,21
1060,21,21,21
1061,13,13,13
1062,13,13,13
1063,13,13,13
1064,13,16,13
1065,23,13,11
1066,13,13,13
1067,21,24,21
1068,22,21,21
1069,14,17,16
1070,17,8,13
1071,13,13,13
1072,5,13,5
1073,5,9,18
1074,13,14,14
1075,13,14,13
1076,13,13,1
1077,9,16,9
1078,13,13,13
1079,9,17,13
1080,13,13,14
1081,21,17,17
1082,17,24,21
1083,16,9,9
1084,13,10,13
1085,13,13,13
1086,14,5,15
1087,13,13,13
1088,17,15,17
1089,13,13,13
1090,13,13,13
1091,7,20,15
1092,18,21,17
1093,22,17,17
1094,21,17,21
1095,17,21,17
1096,9,15,17
1097,16,21,17
1098,17,11,16
1099,21,17,21
1100,17,13,19
1101,8,13,14
1102,17,21,15
1103,24,22,23
1104,16,25,21
1105,22,24,25
1106,19,21,17
1107,16,17,15
1108,9,17,21
1109,10,5,5
1110,11,17,5
1111,13,15,13
1112,21,21,19
1113,21,16,19
1114,13,9,16
1115,18,21,13
1116,18,17,15
1117,19,13,19
1118,13,13,13
1119,21,17,13
1120,17,13,15
1121,13,13,13
1122,13,13,13
1123,13,13,13
1124,13,10,13
1125,13,13,13
1126,12,13,12
1127,13,10,11
1128,22,18,7
1129,5,11,6
1130,20,16,13
1131,13,13,13
1132,13,13,13
1133,13,12,13
1134,15,10,9
1135,13,15,13
1136,13,13,12
1137,13,9,9
1138,13,13,13
1139,9,13,13
1140,13,13,17
1141,13,15,13
1142,15,17,15
1143,21,25,19
1144,13,13,17
1145,22,19,21
1146,9,13,12
1147,18,13,19
1148,14,14,17
1149,11,13,13
1150,13,13,13
1151,16,17,13,9,13,13
1152,9,14,5
1153,1,15,11
1154,21,22,15
1155,13,9,9
1156,21,21,17
1157,9,11,9
1158,10,9,13
1159,16,20,25
1160,16,16,7
1161,13,13,15
1162,16,5,11
1163,17,9,21
1164,21,21,25
1165,9,5,11
1166,13,5,10
1167,14,13,21
1168,13,13,13
1169,13,13,13
1170,7,8,17
1171,17,5,8
1172,19,22,17
1173,13,13,13
1174,10,5,10
1175,13,16,13
1176,15,13,13
1177,13,17,17
1178,15,21,17
1179,13,13,13
1180,13,13,13
1181,17,13,17
1182,21,19,16
1183,13,13,15
1184,14,13,17
1185,21,21,22
1186,21,13,15
1187,13,13,13
1188,13,13,13
1189,21,11,14
1190,21,19,21
1191,13,17,17
1192,5,7,9
1193,14,17,11
1194,11,17,15
1195,13,19,13
1196,13,14,13
1197,13,13,13
1198,13,13,13
1199,13,13,14
1200,13,13,13
1201,13,13,16
1202,5,16,10
1203,13,13,13
1204,21,15,17
1205,17,5,11
1206,21,10,21
1207,13,13,14
1208,13,13,13
1209,13,14,13
1210,13,9,13
1211,9,17,9
1212,8,7,13
1213,17,5,9
1214,17,17,13
1215,18,19,17
1216,13,20,13
1217,8,3,21
1218,5,1,1
1219,17,25,21
1220,16,14,15
1221,13,13,13
1222,5,1,1
1223,13,13,13
1224,17,13,1
1225,13,13,17
1226,13,13,13
1227,13,13,13
1228,11,13,14
1229,13,13,17
1230,15,15,13
1231,13,13,13
1232,13,13,13
1233,17,15,13
1234,14,17,21
1235,19,13,15
1236,13,13,13
1237,13,13,13
1238,19,18,17
1239,21,20,25
1240,17,14,17
1241,17,14,14
1242,12,12,21
1243,21,11,15
1244,21,9,17
1245,17,14,17
1246,20,21,21
1247,13,9,13
1248,9,21,15
1249,13,13,13
1250,13,17,13
1251,13,13,18
1252,9,13,13
1253,12,10,13
1254,5,6,15
1255,5,16,5
1256,5,5,9
1257,9,5,5
1258,8,4,5
1259,5,5,7
1260,23,20,16
1261,13,17,13
1262,13,20,17
1263,21,18,16
1264,9,9,11
1265,9,5,6
1266,17,13,13
1267,10,17,9
1268,7,13,9
1269,13,13,13
1270,22,18,17
1271,15,17,17
1272,21,21,19
1273,11,9,9
1274,13,15,17
1275,5,9,1
1276,5,5,1
1277,13,13,13
1278,17,13,13
1279,13,13,13
1280,13,17,13
1281,9,6,9
1282,16,13,16
1283,12,12,5
1284,5,5,9
1285,13,13,13
1286,15,13,9
1287,13,11,13
1288,5,1,5
1289,13,13,17
1290,13,13,17
1291,3,5,1
1292,12,12,13
1293,13,13,13
1294,13,13,13
1295,13,17,17
1296,16,20,21
1297,16,13,13
1298,13,17,21
1299,14,13,17
1300,8,5,5
1301,15,13,17
1302,5,5,13
1303,13,14,17
1304,13,13,15
1305,13,15,13
1306,13,2,11
1307,3,15,13
1308,10,13,17
1309,18,13,21
1310,15,13,13
1311,9,9,13
1312,13,13,13
1313,15,21,15
1314,13,17,17
1315,13,13,17
1316,13,21,13
1317,16,17,16
1318,13,17,12
1319,13,13,16
1320,14,17,13,17,13,13
1321,17,13,13
1322,19,13,14
1323,13,13,9
1324,9,13,13
1325,9,13,17
1326,13,13,15
1327,13,13,13
1328,13,19,13
1329,13,13,13
1330,13,13,13
1331,15,13,13
1332,13,13,13
1333,21,13,21
1334,19,21,13
1335,9,5,5
1336,13,14,13
1337,14,11,13
1338,14,13,5
1339,9,15,5
1340,13,13,13
1341,13,13,17
1342,13,13,13
1343,16,21,18
1344,11,7,15
1345,13,13,17
1346,13,13,13
1347,13,13,14
1348,13,15,13
1349,21,21,14
1350,13,5,13
1351,11,13,13
1352,13,13,13
1353,17,21,17
1354,19,21,13
1355,15,22,21
1356,17,11,14
1357,21,15,14
1358,13,13,13
1359,5,10,5
1360,13,15,13
1361,12,5,13
1362,13,5,13
1363,11,9,12
1364,11,5,7
1365,9,5,13
1366,9,14,9
1367,13,9,23
1368,21,21,13
1369,5,14,6
1370,13,11,12
1371,9,17,10
1372,19,19,21
1373,21,17,20
1374,9,17,10
1375,21,21,25
1376,19,17,8
1377,21,17,17
1378,15,21,22
1379,15,14,10
1380,21,21,19
1381,13,13,13
1382,15,13,13
1383,13,12,13
1384,9,5,13
1385,21,22,20
1386,17,15,16
1387,13,18,21
1388,5,1,5
1389,14,13,13
1390,21,21,21
1391,20,24,21
1392,24,24,25
1393,14,13,17
1394,17,10,5
1395,9,13,9
1396,9,9,1
1397,9,14,9
1398,14,13,13
1399,17,17,21
1400,13,17,16
1401,12,17,11
1402,17,20,17
1403,5,10,10
1404,21,9,16
1405,5,1,11
1406,13,14,9
1407,21,21,21
1408,12,10,6
1409,16,21,17
1410,21,22,25
1411,12,5,17
1412,21,17,15
1413,15,17,17
1414,14,17,14
1415,17,13,13
1416,13,17,7
1417,13,21,17
1418,5,11,9
1419,9,8,3
1420,13,13,13
1421,13,13,15
1422,5,7,5
1423,5,5,6
1424,12,9,6
1425,16,17,15
1426,17,17,18
1427,19,15,14
1428,17,17,17
1429,17,9,16
1430,9,4,18
1431,5,1,8
1432,15,5,5
1433,6,9,19
1434,21,17,13
1435,2,5,7
1436,5,4,5
1437,5,11,11
1438,14,13,15
1439,21,1,14
1440,21,18,17
1441,17,21,21
1442,13,13,13
1443,10,14,5
1444,19,21,21
1445,25,24,21
1446,17,25,21
1447,21,25,17
1448,24,21,20
1449,24,23,21
1450,5,15,5
1451,9,3,5
1452,14,16,18
1453,4,4,6
1454,4,4,9
1455,4,10,8
1456,4,9,5
1457,15,19,10
1458,15,16,21
1459,15,5,9
1460,15,13,5
1461,3,17,9
1462,18,21,11
1463,19,20,17
1464,13,17,16
1465,20,1,9
1466,13,9,9
1467,18,21,23
1468,13,11,9
1469,21,17,17
1470,17,19,17
1471,17,14,17
1472,9,16,19
1473,21,16,21
1474,21,19,13
1475,19,17,21
1476,20,11,15
1477,10,11,13
1478,13,16,12
1479,11,12,13
1480,9,14,5
1481,21,17,17
1482,21,19,21
1483,14,21,15
1484,5,6,1
1485,16,17,15
1486,17,25,19
1487,5,9,6
1488,15,5,9
1489,9,12,14
1490,21,14,25
1491,16,13,14
1492,18,20,19
1493,5,7,9
1494,12,18,13
1495,13,13,13
1496,14,13,11
1497,9,12,9
1498,6,6,15
1499,12,9,7
1500,5,9,9
1501,10,15,5
1502,13,13,15
1503,13,13,14
1504,15,13,16
1505,13,13,13
1506,13,7,15
1507,8,12,16
1508,14,13,17
1509,13,15,17
1510,13,13,13
1511,22,13,13
1512,13,13,14
1513,5,5,9
1514,11,13,11
1515,13,13,13
1516,12,13,15
1517,13,13,13
1518,14,13,13
1519,15,13,13
1520,1,15,10
1521,13,13,13
1522,13,13,13
1523,14,13,14
1524,13,5,13
1525,14,17,15
1526,13,13,17
1527,13,13,13
1528,9,9,5
1529,15,9,13
1530,5,1,4
1531,13,13,13
1532,13,13,13
1533,13,13,10
1534,1,13,13
1535,13,13,13
1536,13,15,16
1537,13,13,15
1538,16,21,21
1539,13,13,13
1540,13,13,13
1541,13,11,13
1542,13,16,13
1543,11,10,21
1544,17,10,12
1545,11,2,5
1546,6,6,5
1547,17,9,9
1548,1,15,1
1549,13,13,16
1550,14,25,17
1551,25,21,25
1552,19,25,21
1553,18,19,17
1554,22,16,19
1555,14,21,20
1556,13,14,13
1557,13,13,13
1558,16,20,17
1559,13,13,17
1560,9,15,11
1561,10,5,5
1562,13,13,11
1563,13,13,13
1564,6,7,8
1565,9,13,5
1566,9,9,7
1567,6,5,5
1568,5,7,13
1569,1,5,10
1570,14,6,7
1571,13,13,13
1572,13,13,13
1573,17,16,13
1574,17,14,13
1575,13,13,13
1576,21,17,20
1577,15,21,21
1578,25,17,21
1579,13,19,13
1580,5,13,13
1581,9,13,9
1582,13,13,13
1583,11,14,11
1584,13,13,14
1585,5,10,9
1586,5,4,8
1587,13,14,13
1588,13,13,13
1589,14,17,17
1590,11,7,9
1591,12,13,12
1592,13,13,13
1593,13,11,18
1594,4,7,5
1595,13,17,14
1596,21,25,13
1597,13,13,18
1598,15,17,21
1599,13,13,16
1600,17,21,13
1601,21,9,13
1602,22,13,17
1603,17,21,22
1604,14,13,9
1605,13,13,13
1606,13,13,14
1607,13,13,13
1608,15,17,14
1609,7,13,5
1610,9,10,9
1611,15,15,9
1612,17,21,21
1613,21,16,21
1614,14,13,14
1615,13,13,13
1616,9,13,9
1617,11,9,5
1618,13,9,8
1619,13,13,13
1620,13,13,13
1621,14,13,10
1622,15,17,20
1623,17,17,21
1624,9,9,13
1625,13,17,13
1626,19,19,17
1627,12,13,13
1628,13,13,13
1629,13,13,13
1630,13,14,10
1631,11,12,5
1632,13,13,13
1633,15,9,16
1634,9,13,5
1635,5,2,6
1636,17,13,9
1637,15,16,13
1638,17,11,23
1639,13,13,15
1640,21,21,25
1641,24,25,19
1642,13,13,17
1643,15,14,21
1644,17,11,9
1645,21,17,25
1646,25,21,18
1647,21,25,21
1648,21,21,14
1649,21,19,15
1650,21,21,23
1651,14,19,20
1652,19,13,13
1653,13,13,9
1654,9,11,25
1655,16,13,14
1656,13,13,8
1657,10,13,9
1658,17,17,13
1659,9,12,9
1660,14,11,5
1661,13,13,13
1662,1,13,15
